id_client,recency,customer_age,total_purchases,total_spent,avg_order_value,std_order_value,unique_products,purchase_velocity,avg_gap_days,spend_data_esim,spend_full_esim,spend_local_esim,share_data_esim,share_full_esim,share_local_esim,cluster,PC1,PC2,cluster_name
15742964,390,730,2,17.0,8.5,0.0,1,60.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,2,-0.9262105446000589,0.28968268295434796,eSIM - Data-Only Minimal Users
15743240,337,730,1,4.99,4.99,0.0,1,30.0,0.0,4.99,0.0,0.0,1.0,0.0,0.0,2,-0.5467925429405857,0.5435779089774735,eSIM - Data-Only Minimal Users
15743312,12,730,2,13.0,6.5,2.1213203435596424,1,0.08356545961002786,718.0,13.0,0.0,0.0,1.0,0.0,0.0,1,4.147917854085249,0.2461617971742392,eSIM - High-Value Global Power Users
15743360,285,730,1,12.5,12.5,0.0,1,30.0,0.0,12.5,0.0,0.0,1.0,0.0,0.0,2,-0.15797518633394925,0.22751003455778715,eSIM - Data-Only Minimal Users
15743381,94,730,8,40.0,5.0,2.052872551885702,1,0.379746835443038,90.28571428571429,40.0,0.0,0.0,1.0,0.0,0.0,1,3.1259577437529273,-0.14753184358034077,eSIM - High-Value Global Power Users
15743469,730,730,1,33.0,33.0,0.0,1,30.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,2,-0.18881532632203343,-0.9120767640469698,eSIM - Data-Only Minimal Users
15743523,712,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.0772122416611736,-4.112441847866492,eSIM - Local Data Users
15743603,31,730,1,6.49,6.49,0.0,1,30.0,0.0,6.49,0.0,0.0,1.0,0.0,0.0,2,0.08094911127743108,0.6198677910543222,eSIM - Data-Only Minimal Users
15743629,730,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.110706853603559,-4.1209311224214495,eSIM - Local Data Users
15743727,691,730,3,37.0,12.333333333333334,6.3508529610858835,1,2.3076923076923075,19.5,37.0,0.0,0.0,1.0,0.0,0.0,1,1.3088216644007107,-0.6250336885584817,eSIM - High-Value Global Power Users
15743735,267,730,3,18.0,6.0,0.0,1,11.25,4.0,18.0,0.0,0.0,1.0,0.0,0.0,2,0.6890513290848292,0.29415120212037066,eSIM - Data-Only Minimal Users
15743775,730,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.110706853603559,-4.1209311224214495,eSIM - Local Data Users
15743788,729,730,2,19.5,9.75,3.181980515339464,1,60.0,0.0,19.5,0.0,0.0,1.0,0.0,0.0,2,-1.1572231840197742,-0.08590776640299237,eSIM - Data-Only Minimal Users
15743826,143,730,1,9.0,9.0,0.0,1,30.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,2,-0.02985083380476748,0.45321247743647364,eSIM - Data-Only Minimal Users
15743882,398,730,2,20.0,10.0,5.656854249492381,1,30.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,2,0.4932189837780229,-0.11327369638687158,eSIM - Data-Only Minimal Users
15743916,726,730,2,20.0,10.0,2.8284271247461903,1,20.0,3.0,20.0,0.0,0.0,1.0,0.0,0.0,2,-0.1593101761608136,-0.15528944270956113,eSIM - Data-Only Minimal Users
15743929,629,730,3,44.0,14.666666666666666,2.309401076758503,1,0.8910891089108911,50.5,44.0,0.0,0.0,1.0,0.0,0.0,1,1.3231055642562783,-0.5659304200279909,eSIM - High-Value Global Power Users
15743958,405,730,1,5.99,5.99,0.0,1,30.0,0.0,5.99,0.0,0.0,1.0,0.0,0.0,2,-0.6344389094801772,0.4661554593093414,eSIM - Data-Only Minimal Users
15744711,721,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2,-1.2609553760368262,0.362019866569321,eSIM - Data-Only Minimal Users
15744769,730,730,1,27.0,27.0,0.0,1,30.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0,-3.2280172507417277,-6.6503781155901285,eSIM - Local Data Users
15744805,728,730,1,7.0,7.0,0.0,1,30.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2,-1.1962033901955804,0.26801476821025555,eSIM - Data-Only Minimal Users
15745040,5,730,1,3.5,3.5,0.0,1,30.0,0.0,3.5,0.0,0.0,1.0,0.0,0.0,2,0.013052603362821592,0.7677321286684179,eSIM - Data-Only Minimal Users
15745382,451,730,1,7.0,7.0,0.0,1,30.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2,-0.6807585286377592,0.3986552710837751,eSIM - Data-Only Minimal Users
15745698,665,730,1,11.0,11.0,0.0,1,30.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0,-3.0027885768269633,-4.371325074658399,eSIM - Local Data Users
15745809,345,730,9,107.5,11.944444444444445,4.844097209777874,1,1.0714285714285714,31.5,107.5,0.0,0.0,1.0,0.0,0.0,1,4.179853373891104,-1.3106750412635257,eSIM - High-Value Global Power Users
15745858,274,730,3,26.0,8.666666666666666,0.5773502691896258,1,0.2821316614420063,159.5,26.0,0.0,0.0,1.0,0.0,0.0,1,1.8022434779881604,0.046384034646549624,eSIM - High-Value Global Power Users
15745972,730,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2,-1.277702682008019,0.357775229291842,eSIM - Data-Only Minimal Users
15746015,387,730,4,25.0,6.25,0.8660254037844386,1,6.0,6.666666666666667,25.0,0.0,0.0,1.0,0.0,0.0,1,1.011121472098247,0.06814770008042847,eSIM - High-Value Global Power Users
15746105,730,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.110706853603559,-4.1209311224214495,eSIM - Local Data Users
15746124,100,730,1,7.5,7.5,0.0,1,30.0,0.0,7.5,0.0,0.0,1.0,0.0,0.0,2,-0.008169178695421258,0.5415201964529762,eSIM - Data-Only Minimal Users
15746426,24,730,2,12.5,6.25,3.8890872965260113,1,0.1744186046511628,344.0,12.5,0.0,0.0,1.0,0.0,0.0,1,2.8579067378994503,0.23687408145124303,eSIM - High-Value Global Power Users
15746540,730,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.110706853603559,-4.1209311224214495,eSIM - Local Data Users
15746655,729,730,1,26.5,26.5,0.0,1,30.0,0.0,26.5,0.0,0.0,1.0,0.0,0.0,2,-0.4397319364031316,-0.6168180678005815,eSIM - Data-Only Minimal Users
15746658,260,730,5,81.5,16.3,11.872236520555004,1,2.2727272727272725,16.5,81.5,0.0,0.0,1.0,0.0,0.0,1,3.8909809413234124,-1.3261009823591574,eSIM - High-Value Global Power Users
15746717,367,730,1,5.985097930881801,5.985097930881801,0.0,1,30.0,0.0,5.985097930881801,0.0,0.0,1.0,0.0,0.0,2,-0.563918697799092,0.4842995790847727,eSIM - Data-Only Minimal Users
15746771,730,730,1,10.0,10.0,0.0,1,30.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0,-3.1172240978890127,-4.261455955375265,eSIM - Local Data Users
15746782,730,730,1,7.0,7.0,0.0,1,30.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2,-1.1999250137447344,0.26707151548192687,eSIM - Data-Only Minimal Users
15747159,730,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2,-1.277702682008019,0.357775229291842,eSIM - Data-Only Minimal Users
15747208,730,730,1,16.0,16.0,0.0,1,30.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0,-3.156327563601736,-5.104604953098159,eSIM - Local Data Users
15747242,730,730,1,17.0,17.0,0.0,1,30.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,2,-0.8110366724283108,-0.186447053567649,eSIM - Data-Only Minimal Users
15747571,623,730,1,12.0,12.0,0.0,1,30.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,2,-0.8063739832067865,0.09077625192272226,eSIM - Data-Only Minimal Users
15747618,729,730,1,13.0,13.0,0.0,1,30.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0,-3.1349150189707973,-4.682558827872548,eSIM - Local Data Users
15747799,730,730,1,24.0,24.0,0.0,1,30.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0,-3.2084655178853665,-6.228803616728682,eSIM - Local Data Users
15747818,223,730,3,18.0,6.0,2.598076211353316,1,0.7627118644067797,59.0,18.0,0.0,0.0,1.0,0.0,0.0,1,1.5183566507609159,0.16586701259955972,eSIM - High-Value Global Power Users
15747971,705,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,2,-1.036738216985383,0.14280660387116229,eSIM - Data-Only Minimal Users
15747974,156,730,3,58.99,19.663333333333334,14.156625068614812,2,0.15679442508710803,287.0,22.990000000000002,0.0,36.0,0.38972707238515003,0.0,0.61027292761485,0,2.660368562718683,-8.41136004332432,eSIM - Local Data Users
15748019,730,730,1,7.0,7.0,0.0,1,30.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2,-1.1999250137447344,0.26707151548192687,eSIM - Data-Only Minimal Users
15748463,725,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.101402794730674,-4.118572990600628,eSIM - Local Data Users
15748593,257,730,3,28.490000000000002,9.496666666666668,1.726277304876982,1,6.9230769230769225,6.5,28.490000000000002,0.0,0.0,1.0,0.0,0.0,1,1.2599092786725639,-0.013552251252461628,eSIM - High-Value Global Power Users
15748747,208,730,3,66.0,22.0,13.856406460551018,1,0.22900763358778625,196.5,66.0,0.0,0.0,1.0,0.0,0.0,1,4.426855236769159,-1.398899520510088,eSIM - High-Value Global Power Users
15748825,544,730,1,11.0,11.0,0.0,1,30.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,2,-0.6982586871468482,0.17338659159666187,eSIM - Data-Only Minimal Users
15748867,723,730,2,20.0,10.0,0.0,1,12.0,5.0,20.0,0.0,0.0,1.0,0.0,0.0,2,-0.24226977075339015,-0.03771986706132918,eSIM - Data-Only Minimal Users
15748911,551,730,1,9.0,9.0,0.0,1,30.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,2,-0.7890620378321717,0.26078892085742683,eSIM - Data-Only Minimal Users
15749227,400,730,3,18.0,6.0,0.8660254037844386,1,22.5,2.0,18.0,0.0,0.0,1.0,0.0,0.0,2,0.2424408959320757,0.21215718551767906,eSIM - Data-Only Minimal Users
15749476,93,730,5,52.0,10.4,6.8044103344816,1,0.28517110266159695,131.5,52.0,0.0,0.0,1.0,0.0,0.0,1,3.5378429039326846,-0.5472772210691849,eSIM - High-Value Global Power Users
15749525,730,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,2,-1.0832585113498072,0.13101594476705403,eSIM - Data-Only Minimal Users
15749854,730,730,1,12.0,12.0,0.0,1,30.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,2,-1.0054808430865225,0.040312230957138886,eSIM - Data-Only Minimal Users
15750337,729,730,1,3.0,3.0,0.0,1,30.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2,-1.3536195384967267,0.4489505694659215,eSIM - Data-Only Minimal Users
15750491,578,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,2,-0.8004151216141075,0.2027031521200323,eSIM - Data-Only Minimal Users
15750631,725,730,1,3.5,3.5,0.0,1,30.0,0.0,3.5,0.0,0.0,1.0,0.0,0.0,2,-1.3267318743325975,0.4281611464701001,eSIM - Data-Only Minimal Users
15750650,728,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,2,-1.0795368878006533,0.1319591974953827,eSIM - Data-Only Minimal Users
15750804,203,730,5,76.0,15.2,6.428452379850068,1,0.2846299810246679,131.75,76.0,0.0,0.0,1.0,0.0,0.0,1,3.8018813256876802,-0.9792940958203131,eSIM - High-Value Global Power Users
15750913,706,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2,-1.2330431994181716,0.36909426203178597,eSIM - Data-Only Minimal Users
15751063,727,730,1,6.0,6.0,0.0,1,30.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2,-1.2332314125526458,0.31383825147937744,eSIM - Data-Only Minimal Users
15751149,649,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-2.959981099862824,-4.082729386924139,eSIM - Local Data Users
15751160,490,730,1,12.0,12.0,0.0,1,30.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0,-2.6836637605614473,-4.429315293883457,eSIM - Local Data Users
15751400,718,730,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.088377112308635,-4.115271606051477,eSIM - Local Data Users
15752014,424,729,1,4.99,4.99,0.0,1,30.0,0.0,4.99,0.0,0.0,1.0,0.0,0.0,2,-0.7084360302711767,0.5040927339698011,eSIM - Data-Only Minimal Users
15752438,220,729,1,5.985097930881801,5.985097930881801,0.0,1,30.0,0.0,0.0,5.985097930881801,0.0,0.0,1.0,0.0,2,-0.48158970470143636,-3.1409485630191134,eSIM - Data-Only Minimal Users
15752557,450,729,1,10.5,10.5,0.0,1,30.0,0.0,10.5,0.0,0.0,1.0,0.0,0.0,2,-0.5425396603448287,0.2419417169552122,eSIM - Data-Only Minimal Users
15752969,236,729,1,4.5,4.5,0.0,1,30.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,2,-0.37765894537521105,0.6149809003161244,eSIM - Data-Only Minimal Users
15753078,21,729,2,21.0,10.5,4.242640687119285,1,20.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,1,1.329119065796719,0.08584603316004874,eSIM - High-Value Global Power Users
15753280,729,729,1,19.0,19.0,0.0,1,30.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,2,-0.7311510553328439,-0.27513282233877545,eSIM - Data-Only Minimal Users
15753710,375,729,2,25.0,12.5,12.020815280171307,1,0.46153846153846156,130.0,25.0,0.0,0.0,1.0,0.0,0.0,1,2.576856111275342,-0.6086029328165339,eSIM - High-Value Global Power Users
15754031,372,729,1,16.0,16.0,0.0,1,30.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,2,-0.1835077542037922,0.029293360382763138,eSIM - Data-Only Minimal Users
15754165,208,729,4,13.5,3.375,1.181453906563152,1,0.23032629558541265,173.66666666666666,13.5,0.0,0.0,1.0,0.0,0.0,1,1.9083148416045759,0.3113533092626644,eSIM - High-Value Global Power Users
15754317,579,729,4,24.5,6.125,3.275540667838924,1,0.9375,42.666666666666664,24.5,0.0,0.0,1.0,0.0,0.0,1,1.1614205553401367,-0.13879965202341293,eSIM - High-Value Global Power Users
15754358,20,729,4,26.47,6.6175,2.49633564783798,1,0.3069053708439898,130.33333333333334,26.47,0.0,0.0,1.0,0.0,0.0,1,2.516306509826802,0.10852039950734726,eSIM - High-Value Global Power Users
15754611,727,729,1,9.0,9.0,0.0,1,30.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0,-3.1048772812222225,-4.117969924654332,eSIM - Local Data Users
15754804,534,729,1,2.5,2.5,0.0,1,30.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,2,-1.0099585224624332,0.5651399576050692,eSIM - Data-Only Minimal Users
15754927,725,729,3,15.0,5.0,0.0,1,22.5,2.0,15.0,0.0,0.0,1.0,0.0,0.0,2,-0.5253051152574292,0.1646491821004996,eSIM - Data-Only Minimal Users
15755138,214,729,2,9.0,4.5,1.4142135623730951,1,0.34090909090909094,176.0,9.0,0.0,0.0,1.0,0.0,0.0,1,1.4976762029075665,0.3885376681276587,eSIM - High-Value Global Power Users
15755275,729,729,1,2.5,2.5,0.0,1,30.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,2,-1.3728168185049425,0.4731728165930247,eSIM - Data-Only Minimal Users
15755278,318,729,1,7.0,7.0,0.0,1,30.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2,-0.4330234255614167,0.46292789619225533,eSIM - Data-Only Minimal Users
15755337,348,729,1,24.0,24.0,0.0,1,30.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,2,0.17226240143919383,-0.3222024621169536,eSIM - Data-Only Minimal Users
15755359,409,729,5,23.0,4.6,1.746424919657298,1,0.46875,80.0,23.0,0.0,0.0,1.0,0.0,0.0,1,1.6034821166217128,0.02921884267663815,eSIM - High-Value Global Power Users
15755406,633,729,1,16.0,16.0,0.0,1,30.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0,-2.9755816844101646,-5.057310877099594,eSIM - Local Data Users
15755446,140,729,13,110.99,8.537692307692307,3.4368303077257925,1,0.6621392190152802,49.083333333333336,110.99,0.0,0.0,1.0,0.0,0.0,1,5.234167544477919,-1.2397679134403983,eSIM - High-Value Global Power Users
15755531,568,729,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2,-0.9760040374689444,0.4357250189610879,eSIM - Data-Only Minimal Users
15755671,729,729,1,4.5,4.5,0.0,1,30.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,2,-1.2950391502416578,0.3824691027831095,eSIM - Data-Only Minimal Users
15755694,43,729,11,122.0,11.090909090909092,7.670782821258146,1,0.4810495626822157,68.6,122.0,0.0,0.0,1.0,0.0,0.0,1,5.799394298481062,-1.4996188498049023,eSIM - High-Value Global Power Users
15755793,618,729,1,3.0,3.0,0.0,1,30.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2,-1.1468222944610775,0.5028474145627866,eSIM - Data-Only Minimal Users
15755968,729,729,1,8.0,8.0,0.0,1,30.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0,-3.102081660485923,-3.9783883444288457,eSIM - Local Data Users
15755983,720,729,1,8.0,8.0,0.0,1,30.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2,-1.1421809248097168,0.22798224089323688,eSIM - Data-Only Minimal Users
15755997,729,729,1,2.5,2.5,0.0,1,30.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,2,-1.3728168185049425,0.4731728165930247,eSIM - Data-Only Minimal Users
15756166,729,729,1,17.0,17.0,0.0,1,30.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,2,-0.8089287235961286,-0.1844291085288603,eSIM - Data-Only Minimal Users
15756179,71,729,1,3.5,3.5,0.0,1,30.0,0.0,3.5,0.0,0.0,1.0,0.0,0.0,2,-0.10951383670165309,0.7381511073081964,eSIM - Data-Only Minimal Users
