id_client,recency,customer_age,total_purchases,total_spent,avg_order_value,std_order_value,unique_products,purchase_velocity,avg_gap_days,spend_calling_offers,spend_recharge,share_calling_offers,share_recharge,cluster,PC1,PC2,cluster_name
15738340,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15738359,552,730,3,12.0,4.0,1.7320508075688772,1,0.5056179775280899,89.0,0.0,12.0,0.0,1.0,1,0.45832818037538187,-0.7037043022736194,Calls - One-Time Customers
15738522,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15738577,692,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1160571240089803,-0.6478867729475544,Calls - One-Time Customers
15738642,716,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,1.0,0.0,2,-0.871162564380415,2.9449083829269953,Calls - Active Offer-Driven Customers
15738988,280,730,2,7.0,3.5,2.1213203435596424,1,60.0,1.0,0.0,7.0,0.0,1.0,1,-0.4592774863468024,-0.7318025176543791,Calls - One-Time Customers
15739022,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15739089,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15739119,165,730,5,44.0,8.8,7.429670248402684,1,0.26548672566371684,141.25,0.0,44.0,0.0,1.0,0,2.7998178120286896,-0.9270416326140863,Calls - At-Risk Customers
15739183,708,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1385159689022906,-0.6454722725135653,Calls - One-Time Customers
15739184,729,730,1,10.0,10.0,0.0,1,30.0,0.0,0.0,10.0,0.0,1.0,1,-0.6558670196629955,-0.7305424690744532,Calls - One-Time Customers
15739276,730,730,2,7.0,3.5,2.1213203435596424,1,60.0,0.0,0.0,7.0,0.0,1.0,1,-1.0941366946850546,-0.6643972635623816,Calls - One-Time Customers
15739290,643,730,2,4.0,2.0,0.0,1,1.1111111111111112,54.0,0.0,4.0,0.0,1.0,1,-0.32193163887244636,-0.6521566053721537,Calls - One-Time Customers
15739322,147,730,11,34.0,3.090909090909091,1.513574937328539,2,0.5670103092783506,58.2,10.0,24.0,0.29411764705882354,0.7058823529411765,0,2.6921010791763464,1.9631085670518664,Calls - At-Risk Customers
15739390,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15739546,689,730,16,382.0,23.875,21.5,1,11.707317073170731,2.7333333333333334,0.0,382.0,0.0,1.0,0,10.968190927226798,-2.192860080536882,Calls - At-Risk Customers
15739565,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15739905,723,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.159571135989769,-0.6432086783567006,Calls - One-Time Customers
15739990,726,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,1.0,0.0,2,-0.8851993424387338,2.9464174456982386,Calls - Active Offer-Driven Customers
15740000,705,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9422576167991332,-0.6790147019876251,Calls - One-Time Customers
15740071,727,730,1,10.0,10.0,0.0,1,30.0,0.0,0.0,10.0,0.0,1.0,1,-0.6530596640513316,-0.7308442816287017,Calls - One-Time Customers
15740092,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15740440,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15740586,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15740636,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15740652,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15740723,566,730,2,4.0,2.0,0.0,2,0.36585365853658536,164.0,2.0,2.0,0.5,0.5,2,0.5950012192870673,2.276321637934329,Calls - Active Offer-Driven Customers
15740776,393,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.5043101413795847,-0.7260974604504109,Calls - One-Time Customers
15740914,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15741252,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15741382,6,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.15313414920830662,-0.7514084790548332,Calls - One-Time Customers
15741421,248,730,5,25.0,5.0,0.0,1,0.7772020725388601,48.25,25.0,0.0,1.0,0.0,2,1.41787567766091,4.214425111385038,Calls - Active Offer-Driven Customers
15741636,730,730,2,7.0,3.5,2.1213203435596424,1,60.0,0.0,0.0,7.0,0.0,1.0,1,-1.0941366946850546,-0.6643972635623816,Calls - One-Time Customers
15741709,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15741799,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15742503,146,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,1.0,0.0,2,0.3149229389526341,3.149269835678288,Calls - Active Offer-Driven Customers
15742576,686,730,9,107.0,11.88888888888889,14.606885743070325,1,13.5,2.5,0.0,107.0,0.0,1.0,0,3.9254086819282334,-1.189359103260637,Calls - At-Risk Customers
15742650,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15742759,418,730,7,26.0,3.7142857142857144,1.6035674514745464,2,1.5107913669064748,23.166666666666668,24.0,2.0,0.9230769230769231,0.07692307692307693,2,1.8346809634919687,5.015092205851334,Calls - Active Offer-Driven Customers
15743009,718,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1525527469606094,-0.6439632097423222,Calls - One-Time Customers
15743067,409,730,1,2.6,2.6,0.0,1,30.0,0.0,0.0,2.6,0.0,1.0,1,-0.6804068412214244,-0.6972111915022724,Calls - One-Time Customers
15743192,528,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.885853963852551,-0.6726354023959418,Calls - One-Time Customers
15743404,345,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.6289809253853159,-0.700251251109691,Calls - One-Time Customers
15743415,681,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.908569349459168,-0.6826364526386087,Calls - One-Time Customers
15743603,31,730,3,10.2,3.4,1.3856406460551016,2,0.13215859030837004,340.5,5.0,5.2,0.4901960784313726,0.5098039215686275,0,2.3889870518231753,2.4185510882627184,Calls - At-Risk Customers
15743741,718,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1525527469606094,-0.6439632097423222,Calls - One-Time Customers
15743798,316,730,8,26.2,3.275,1.4498768420603376,2,0.5896805896805897,58.142857142857146,5.0,21.2,0.19083969465648856,0.8091603053435115,0,1.9150594621455563,1.3136595671436317,Calls - At-Risk Customers
15743824,209,730,6,21.6,3.6,1.5491933384829668,1,0.3461538461538462,104.0,0.0,21.6,0.0,1.0,0,1.457578845847336,-0.7583434002795005,Calls - At-Risk Customers
15743866,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15744060,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15744091,505,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.8535693743184176,-0.6761062467698009,Calls - One-Time Customers
15744203,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15744216,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15744253,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15744373,629,730,1,2.0,2.0,0.0,1,30.0,0.0,2.0,0.0,1.0,0.0,2,-0.9806360876783653,2.7575527183898894,Calls - Active Offer-Driven Customers
15744515,725,730,5,25.0,5.0,0.0,1,30.0,1.25,0.0,25.0,0.0,1.0,1,-0.1626290758477796,-0.7186692240304066,Calls - One-Time Customers
15744525,724,730,2,7.0,3.5,2.1213203435596424,1,60.0,0.0,0.0,7.0,0.0,1.0,1,-1.0857146278500631,-0.6653027012251275,Calls - One-Time Customers
15744542,406,730,2,7.6,3.8,1.6970562748477143,2,60.0,0.0,5.0,2.6,0.6578947368421053,0.34210526315789475,2,-0.17128956686025779,2.8971760488872427,Calls - Active Offer-Driven Customers
15744558,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15744591,643,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.047276911523218,-0.6552811805266457,Calls - One-Time Customers
15744626,604,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,1.0,0.0,2,-0.32796149611836933,3.2183849106012237,Calls - Active Offer-Driven Customers
15744869,728,730,2,10.0,5.0,0.0,1,30.0,2.0,0.0,10.0,0.0,1.0,1,-0.7672096017990564,-0.6853639315990532,Calls - One-Time Customers
15744914,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15744953,730,730,2,7.0,3.5,2.1213203435596424,1,60.0,0.0,0.0,7.0,0.0,1.0,1,-1.0941366946850546,-0.6643972635623816,Calls - One-Time Customers
15745010,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15745028,682,730,1,10.0,10.0,0.0,1,30.0,0.0,0.0,10.0,0.0,1.0,1,-0.5898941627888967,-0.7376350640992959,Calls - One-Time Customers
15745088,730,730,1,10.0,10.0,0.0,1,30.0,0.0,0.0,10.0,0.0,1.0,1,-0.6572706974688274,-0.7303915627973289,Calls - One-Time Customers
15745172,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15745232,707,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1371122910964586,-0.6456231787906896,Calls - One-Time Customers
15745318,407,730,1,2.6,2.6,0.0,1,30.0,0.0,0.0,2.6,0.0,1.0,1,-0.6775994856097606,-0.697513004056521,Calls - One-Time Customers
15745403,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15745462,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15745570,420,730,1,6.5,6.5,0.0,1,30.0,0.0,0.0,6.5,0.0,1.0,1,-0.44618578279421467,-0.7385678462893979,Calls - One-Time Customers
15745586,721,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.156763780378105,-0.6435104909109493,Calls - One-Time Customers
15745679,729,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9759458841390986,-0.6753929513366417,Calls - One-Time Customers
15745706,664,730,5,10.0,2.0,0.0,1,2.2727272727272725,16.5,0.0,10.0,0.0,1.0,1,-0.04738405734789114,-0.6709987984616484,Calls - One-Time Customers
15745749,718,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1525527469606094,-0.6439632097423222,Calls - One-Time Customers
15745809,78,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.0621516325425407,-0.7736329377445695,Calls - One-Time Customers
15745955,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15746015,221,730,2,22.0,11.0,12.727922061357855,1,0.4054054054054054,148.0,0.0,22.0,0.0,1.0,0,2.678620856704931,-0.9356308602533601,Calls - At-Risk Customers
15746089,625,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.022010711018244,-0.6579974935148833,Calls - One-Time Customers
15746287,424,730,1,2.6,2.6,0.0,1,30.0,0.0,0.0,2.6,0.0,1.0,1,-0.7014620083089026,-0.6949475973454077,Calls - One-Time Customers
15746295,697,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1230755130381398,-0.6471322415619328,Calls - One-Time Customers
15746298,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15746370,8,730,2,15.0,7.5,3.5355339059327378,2,0.11049723756906077,543.0,10.0,5.0,0.6666666666666666,0.3333333333333333,0,3.5337923921497847,3.364778063134141,Calls - At-Risk Customers
15746387,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15746484,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15746642,594,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.9784966990374555,-0.662675588105737,Calls - One-Time Customers
15746658,385,730,5,113.1,22.619999999999997,25.301620501461958,1,150.0,0.0,0.0,113.1,0.0,1.0,1,3.7259930416613227,-1.3691868499123707,Calls - One-Time Customers
15746717,367,730,1,2.6,2.6,0.0,1,30.0,0.0,0.0,2.6,0.0,1.0,1,-0.6214523733764851,-0.7035492551414935,Calls - One-Time Customers
15746770,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15746945,727,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,1.0,0.0,2,-0.5006138662356914,3.2369463826875142,Calls - Active Offer-Driven Customers
15747012,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15747101,721,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.156763780378105,-0.6435104909109493,Calls - One-Time Customers
15747179,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15747208,629,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.8355781035559099,-0.690483579049073,Calls - One-Time Customers
15747237,325,730,10,41.5,4.15,2.6879360111431225,1,0.7425742574257426,44.888888888888886,0.0,41.5,0.0,1.0,0,2.048527150677419,-0.8299702573574516,Calls - At-Risk Customers
15747249,492,730,3,6.0,2.0,0.0,1,0.38135593220338987,118.0,0.0,6.0,0.0,1.0,0,0.25216415134423253,-0.6447098341846071,Calls - At-Risk Customers
15747272,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15747284,561,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.9321753314450032,-0.6676554952508393,Calls - One-Time Customers
15747401,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15747518,645,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.0500842671348816,-0.6549793679723971,Calls - One-Time Customers
15747542,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15747559,599,730,8,30.0,3.75,2.8660575211055543,1,2.330097087378641,14.714285714285714,0.0,30.0,0.0,1.0,1,1.1166756771262574,-0.7749509317370965,Calls - One-Time Customers
15747566,373,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,1.0,0.0,2,-0.3897010769800779,2.8931475298733558,Calls - Active Offer-Driven Customers
15747660,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15747663,693,730,2,7.0,3.5,2.1213203435596424,2,3.75,16.0,5.0,2.0,0.7142857142857143,0.2857142857142857,2,0.2884953091143553,3.0888210618075553,Calls - Active Offer-Driven Customers
15747946,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15747961,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15747974,156,730,1,10.0,10.0,0.0,1,30.0,0.0,10.0,0.0,1.0,0.0,2,0.30088616089431525,3.1507788984495315,Calls - Active Offer-Driven Customers
15748037,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15748058,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15748171,590,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.9728819878141279,-0.6632792132142343,Calls - One-Time Customers
15748528,722,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.158167458183937,-0.6433595846338249,Calls - One-Time Customers
15748539,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15748593,57,730,3,9.6,3.1999999999999997,1.5874507866387542,2,0.37815126050420167,119.0,5.0,4.6,0.5208333333333334,0.47916666666666663,0,1.6414680341579992,2.413005608458327,Calls - At-Risk Customers
15748634,719,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1539564247664413,-0.6438123034651979,Calls - One-Time Customers
15748676,502,730,14,43.0,3.0714285714285716,1.491735474296541,2,2.5925925925925926,12.461538461538462,5.0,38.0,0.11627906976744186,0.8837209302325582,0,2.440585770188947,1.053873638160578,Calls - At-Risk Customers
15748747,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15748844,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15748924,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15748992,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15749012,727,730,1,10.0,10.0,0.0,1,30.0,0.0,0.0,10.0,0.0,1.0,1,-0.6530596640513316,-0.7308442816287017,Calls - One-Time Customers
15749137,648,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.0542953005523772,-0.6545266491410241,Calls - One-Time Customers
15749155,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15749214,350,730,2,7.0,3.5,2.1213203435596424,1,0.15789473684210528,380.0,0.0,7.0,0.0,1.0,0,1.4968100564535578,-0.5776950029544347,Calls - At-Risk Customers
15749321,728,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1665895250189282,-0.642454146971079,Calls - One-Time Customers
15749329,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15749414,729,730,1,5.0,5.0,0.0,1,30.0,0.0,5.0,0.0,1.0,0.0,2,-0.8894103758562295,2.9468701645296114,Calls - Active Offer-Driven Customers
15749657,722,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.158167458183937,-0.6433595846338249,Calls - One-Time Customers
15749705,730,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9773495619449304,-0.6752420450595173,Calls - One-Time Customers
15749722,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15749828,723,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.159571135989769,-0.6432086783567006,Calls - One-Time Customers
15749899,720,730,1,5.0,5.0,0.0,1,30.0,0.0,0.0,5.0,0.0,1.0,1,-0.9633127838866116,-0.6767511078307604,Calls - One-Time Customers
15750196,322,730,1,2.6,2.6,0.0,1,30.0,0.0,0.0,2.6,0.0,1.0,1,-0.5582868721140503,-0.7103400376120876,Calls - One-Time Customers
15750210,239,730,24,123.0,5.125,2.193121658434765,2,1.6783216783216783,18.652173913043477,119.0,4.0,0.967479674796748,0.032520325203252036,2,7.082230225810055,11.457028724683406,Calls - Active Offer-Driven Customers
15750309,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15750312,729,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1679932028247602,-0.6423032406939547,Calls - One-Time Customers
15750374,730,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-1.1693968806305919,-0.6421523344168304,Calls - One-Time Customers
15750455,307,730,1,2.0,2.0,0.0,1,30.0,0.0,0.0,2.0,0.0,1.0,1,-0.5756411687637042,-0.705985689640415,Calls - One-Time Customers
